OrphaCode,Name,FunctionalConsequence,LossOfAbility,DisabilityType,Defined
180,Choroideremia,"['Seeing/watching', 'Shopping', 'Cooking/preparing meals', 'Doing housework', 'Learning a profession (vocational training/apprenticeship) in the standard environment', 'Engaging in paid work in a standard environment', 'Seeking employment', 'Performing professional tasks', 'Practicing sports', 'Participating in the arts and cultural activities', 'Receiving messages in sign language', 'Receiving nonverbal messages', 'Participating in a conversation', 'Using communication devices', 'Interacting with other people', 'Dealing with strangers', 'Engaging in sexual relationships', 'Taking part in community life', 'Light intensity', 'Light quality', 'Moving around within the home', 'Moving around outside the home', 'Using transportation', 'Driving', 'Travelling']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Environmental factor', 'Environmental factor', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'y', 'n', 'n', 'n', 'y', 'n', 'n', 'y', 'y', 'y', 'y', 'y']"
50945,Blomstrand lethal chondrodysplasia,['NA'],['NA'],['NA'],['NA']
184,Cherubism,"['Food', 'Eating', 'Seeing/watching', 'Reading', 'Receiving written messages', 'Taking part in community life', 'Playing with others', 'Socializing', 'Caring for body parts (skin, teeth, nails, hair, genitals)', 'Getting good quality sleep', 'Speaking']","['y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['Environmental factor', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']"
168782,Childhood disintegrative disorder,"['Carrying out daily routines', 'Taking part in community life', 'Playing with others', 'Socializing', 'Practicing sports', 'Participating in the arts and cultural activities', 'Travelling', 'Day/night cycles', 'Sound intensity', 'Sound quality', 'Vibrations', 'Walking long distances', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Washing oneself', 'Caring for body parts (skin, teeth, nails, hair, genitals)', 'Regulating urination', 'Regulating defecation', 'Dressing/undressing', 'Eating', 'Drinking', ""Managing one's health (diet, medications, prevention, needs, assistance, monitoring)"", 'Falling asleep', 'Staying asleep', 'Getting good quality sleep', 'Staying awake', ""Handling stress, responsabilities, emergencies and ensuring one's safety"", 'Handling emotions and mood', ""Controlling one's own general behaviour"", ""Controlling one's own eating behaviour"", 'Moving around within the home', 'Moving around outside the home', 'Using transportation', 'Driving', 'Interacting with other people', 'Making/keeping friends', 'Maintaining family relationships', 'Dealing with strangers', 'Shopping', 'Cooking/preparing meals', 'Doing housework', 'Looking after/helping others', 'Attending preschool', 'Attending mainstream school', 'Attending school in an adapted mainstream/special environment', 'Learning a profession (vocational training/apprenticeship) in the standard environment', 'Learning a profession (vocational training/apprenticeship) in an adapted mainstream/special environment', 'Accessing higher education', 'Engaging in paid work in a standard environment', 'Engaging in paid work in a supported/sheltered environment', 'Seeking employment', 'Performing professional tasks', ""Handling money/managing one's own budget"", 'Carrying out administrative procedures', 'Undertaking a simple task', 'Undertaking a complex/multiple task', 'Seeing/watching', 'Acquiring language', 'Acquiring language', 'Learning to read', 'Learning to read', 'Learning to write', 'Learning to write', 'Learning to calculate', 'Learning to calculate', 'Reading', 'Reading', 'Writing', 'Writing', 'Calculating', 'Calculating', 'Focusing attention', 'Focusing attention', 'Memorizing and retrieving', 'Memorizing and retrieving', 'Thinking and reasoning', 'Thinking and reasoning', 'Being aware of time', 'Being aware of space', 'Receiving spoken messages', 'Receiving messages in sign language', 'Receiving nonverbal messages', 'Receiving written messages', 'Speaking', 'Producing messages in sign language', 'Producing nonverbal messages', 'Writing messages', 'Participating in a conversation', 'Using communication devices', 'Standing', 'Sitting', 'Bending', 'Maintaining a standing position', 'Maintaining head position', 'Reaching and catching objects', 'Lifting and carrying objects', 'Handling objects (fine hand use)', 'Walking short distances']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Environmental factor', 'Environmental factor', 'Environmental factor', 'Environmental factor', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']"
247667,Childhood-onset hypophosphatasia,['NA'],['NA'],['NA'],['NA']
137914,Choanal atresia,"['Eating', 'Drinking', 'Falling asleep', 'Staying asleep', 'Getting good quality sleep', 'Staying awake']","['n', 'n', 'n', 'n', 'n', 'n']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y']"
137917,"Choanal atresia, unilateral","['Eating', 'Drinking', 'Falling asleep', 'Staying asleep', 'Getting good quality sleep', 'Staying awake']","['n', 'n', 'n', 'n', 'n', 'n']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y']"
137920,"Choanal atresia, bilateral","['Eating', 'Drinking', 'Falling asleep', 'Staying asleep', 'Getting good quality sleep', 'Staying awake']","['n', 'n', 'n', 'n', 'n', 'n']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y']"
70567,Cholangiocarcinoma,['NA'],['NA'],['NA'],['NA']
99956,Charcot-Marie-Tooth disease type 4B2,['NA'],['NA'],['NA'],['NA']
363981,Charcot-Marie-Tooth disease type 4B3,['NA'],['NA'],['NA'],['NA']
99948,Charcot-Marie-Tooth disease type 4A,['NA'],['NA'],['NA'],['NA']
99955,Charcot-Marie-Tooth disease type 4B1,['NA'],['NA'],['NA'],['NA']
99951,Charcot-Marie-Tooth disease type 4E,['NA'],['NA'],['NA'],['NA']
99952,Charcot-Marie-Tooth disease type 4F,['NA'],['NA'],['NA'],['NA']
99949,Charcot-Marie-Tooth disease type 4C,['NA'],['NA'],['NA'],['NA']
99950,Charcot-Marie-Tooth disease type 4D,['NA'],['NA'],['NA'],['NA']
139515,Charcot-Marie-Tooth disease type 4J,['NA'],['NA'],['NA'],['NA']
99953,Charcot-Marie-Tooth disease type 4G,['NA'],['NA'],['NA'],['NA']
99954,Charcot-Marie-Tooth disease type 4H,['NA'],['NA'],['NA'],['NA']
1221,Cheilitis glandularis,"['Food', 'Light intensity']","['y', 'y']","['Environmental factor', 'Environmental factor']","['n', 'n']"
101085,Charcot-Marie-Tooth disease type 1F,['NA'],['NA'],['NA'],['NA']
101081,Charcot-Marie-Tooth disease type 1A,"['Engaging in paid work in a supported/sheltered environment', 'Seeking employment', 'Performing professional tasks', 'Undertaking a simple task', 'Undertaking a complex/multiple task', 'Carrying out daily routines', 'Taking part in community life', 'Playing with others', 'Socializing', 'Practicing sports', 'Participating in the arts and cultural activities', 'Travelling', 'Standing', 'Sitting', 'Bending', 'Transferring oneself', 'Maintaining a standing position', 'Maintaining head position', 'Reaching and catching objects', 'Lifting and carrying objects', 'Handling objects (fine hand use)', 'Walking short distances', 'Walking long distances', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Washing oneself', 'Dressing/undressing', 'Eating', 'Drinking', 'Handling emotions and mood', ""Controlling one's own general behaviour"", 'Moving around within the home', 'Moving around outside the home', 'Using transportation', 'Driving', 'Maintaining family relationships', 'Dealing with strangers', 'Shopping', 'Cooking/preparing meals', 'Doing housework', 'Looking after/helping others', 'Attending preschool', 'Attending mainstream school', 'Attending school in an adapted mainstream/special environment', 'Learning a profession (vocational training/apprenticeship) in the standard environment', 'Learning a profession (vocational training/apprenticeship) in an adapted mainstream/special environment', 'Engaging in paid work in a standard environment']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']"
319244,Chapare hemorrhagic fever,['NA'],['NA'],['NA'],['NA']
1570,Symbrachydactyly of hands and feet,['NA'],['NA'],['NA'],['NA']
909,Cerebrotendinous xanthomatosis,"[""Handling stress, responsabilities, emergencies and ensuring one's safety"", 'Handling emotions and mood', 'Handling emotions and mood', ""Controlling one's own general behaviour"", ""Controlling one's own general behaviour"", 'Moving around within the home', 'Moving around outside the home', 'Using transportation', 'Driving', 'Interacting with other people', 'Interacting with other people', 'Making/keeping friends', 'Making/keeping friends', 'Maintaining family relationships', 'Maintaining family relationships', 'Dealing with strangers', 'Dealing with strangers', 'Engaging in and maintaining intimate relationships', 'Engaging in and maintaining intimate relationships', 'Engaging in sexual relationships', 'Shopping', 'Cooking/preparing meals', 'Doing housework', 'Looking after/helping others', 'Attending mainstream school', 'Attending school in an adapted mainstream/special environment', 'Learning a profession (vocational training/apprenticeship) in the standard environment', 'Learning a profession (vocational training/apprenticeship) in the standard environment', 'Learning a profession (vocational training/apprenticeship) in an adapted mainstream/special environment', 'Accessing higher education', 'Engaging in paid work in a standard environment', 'Engaging in paid work in a supported/sheltered environment', 'Engaging in paid work in a supported/sheltered environment', 'Seeking employment', 'Seeking employment', 'Performing professional tasks', 'Performing professional tasks', ""Handling money/managing one's own budget"", ""Handling money/managing one's own budget"", 'Carrying out administrative procedures', 'Carrying out administrative procedures', 'Undertaking a simple task', 'Undertaking a complex/multiple task', 'Carrying out daily routines', 'Taking part in community life', 'Socializing', 'Practicing sports', 'Participating in the arts and cultural activities', 'Travelling', 'Seasonal cycles', 'Seeing/watching', 'Hearing/listening', 'Learning to read', 'Learning to write', 'Learning to calculate', 'Reading', 'Reading', 'Writing', 'Writing', 'Calculating', 'Calculating', 'Focusing attention', 'Memorizing and retrieving', 'Thinking and reasoning', 'Making decisions/taking initiatives/finding solutions', 'Being aware of time', 'Being aware of space', 'Receiving written messages', 'Receiving written messages', 'Speaking', 'Writing messages', 'Writing messages', 'Participating in a conversation', 'Using communication devices', 'Standing', 'Sitting', 'Bending', 'Transferring oneself', 'Maintaining a standing position', 'Reaching and catching objects', 'Lifting and carrying objects', 'Handling objects (fine hand use)', 'Walking short distances', 'Walking long distances', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Washing oneself', 'Caring for body parts (skin, teeth, nails, hair, genitals)', 'Regulating urination', 'Regulating defecation', 'Dressing/undressing', 'Eating', 'Drinking', ""Managing one's health (diet, medications, prevention, needs, assistance, monitoring)""]","['y', 'n', 'y', 'n', 'y', 'y', 'y', 'y', 'y', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'y', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'y', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'y', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'y', 'y', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Environmental factor', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']"
3193,Supravalvular aortic stenosis,['NA'],['NA'],['NA'],['NA']
309178,"Tay-Sachs disease, infantile form","['Seeing/watching', 'Hearing/listening', 'Acquiring language', 'Learning to read', 'Learning to write', 'Learning to calculate', 'Reading', 'Writing', 'Calculating', 'Focusing attention', 'Memorizing and retrieving', 'Thinking and reasoning', 'Making decisions/taking initiatives/finding solutions', 'Being aware of time', 'Being aware of space', 'Receiving spoken messages', 'Receiving messages in sign language', 'Receiving nonverbal messages', 'Receiving written messages', 'Speaking', 'Producing messages in sign language', 'Producing nonverbal messages', 'Writing messages', 'Participating in a conversation', 'Using communication devices', 'Standing', 'Sitting', 'Bending', 'Transferring oneself', 'Maintaining a standing position', 'Maintaining head position', 'Reaching and catching objects', 'Lifting and carrying objects', 'Handling objects (fine hand use)', 'Walking short distances', 'Walking long distances', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Washing oneself', 'Caring for body parts (skin, teeth, nails, hair, genitals)', 'Regulating urination', 'Regulating defecation', 'Dressing/undressing', 'Eating', 'Drinking', ""Managing one's health (diet, medications, prevention, needs, assistance, monitoring)"", 'Falling asleep', 'Staying asleep', 'Getting good quality sleep', 'Staying awake', ""Handling stress, responsabilities, emergencies and ensuring one's safety"", 'Handling emotions and mood', ""Controlling one's own general behaviour"", ""Controlling one's own eating behaviour"", 'Moving around within the home', 'Moving around outside the home', 'Using transportation', 'Driving', 'Interacting with other people', 'Making/keeping friends', 'Maintaining family relationships', 'Dealing with strangers', 'Engaging in and maintaining intimate relationships', 'Shopping', 'Cooking/preparing meals', 'Doing housework', 'Looking after/helping others', 'Attending preschool', 'Attending mainstream school', 'Attending school in an adapted mainstream/special environment', 'Undertaking a simple task', 'Undertaking a complex/multiple task', 'Carrying out daily routines', 'Taking part in community life', 'Playing with others', 'Socializing', 'Practicing sports', 'Participating in the arts and cultural activities', 'Travelling', 'Sound intensity', 'Sound quality']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Environmental factor', 'Environmental factor']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'n']"
309192,"Tay-Sachs disease, adult form","['Speaking', 'Producing messages in sign language', 'Producing nonverbal messages', 'Writing messages', 'Participating in a conversation', 'Using communication devices', 'Standing', 'Sitting', 'Bending', 'Transferring oneself', 'Maintaining a standing position', 'Maintaining head position', 'Reaching and catching objects', 'Lifting and carrying objects', 'Handling objects (fine hand use)', 'Walking short distances', 'Walking long distances', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Washing oneself', 'Caring for body parts (skin, teeth, nails, hair, genitals)', 'Dressing/undressing', 'Eating', 'Drinking', ""Managing one's health (diet, medications, prevention, needs, assistance, monitoring)"", 'Moving around within the home', 'Moving around outside the home', 'Using transportation', 'Driving', 'Interacting with other people', 'Making/keeping friends', 'Maintaining family relationships', 'Dealing with strangers', 'Engaging in and maintaining intimate relationships', 'Engaging in sexual relationships', 'Shopping', 'Cooking/preparing meals', 'Doing housework', 'Seeking employment', 'Performing professional tasks', 'Undertaking a simple task', 'Undertaking a complex/multiple task', 'Carrying out daily routines', 'Taking part in community life', 'Playing with others', 'Socializing', 'Practicing sports', 'Participating in the arts and cultural activities', 'Travelling']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']"
3287,Takayasu arteritis,"['Seeing/watching', 'Reading', 'Writing', 'Calculating', 'Focusing attention', 'Focusing attention', 'Memorizing and retrieving', 'Memorizing and retrieving', 'Thinking and reasoning', 'Thinking and reasoning', 'Making decisions/taking initiatives/finding solutions', 'Making decisions/taking initiatives/finding solutions', 'Being aware of time', 'Being aware of time', 'Being aware of space', 'Being aware of space', 'Falling asleep', 'Staying asleep', 'Getting good quality sleep', 'Staying awake', ""Handling stress, responsabilities, emergencies and ensuring one's safety"", 'Handling emotions and mood', ""Controlling one's own general behaviour"", 'Interacting with other people', 'Making/keeping friends', 'Maintaining family relationships', 'Dealing with strangers', 'Shopping', 'Shopping', 'Cooking/preparing meals', 'Cooking/preparing meals', 'Doing housework', 'Doing housework', 'Looking after/helping others', 'Looking after/helping others', 'Engaging in paid work in a standard environment', 'Engaging in paid work in a standard environment', 'Engaging in paid work in a standard environment', 'Engaging in paid work in a standard environment', 'Engaging in paid work in a supported/sheltered environment', 'Engaging in paid work in a supported/sheltered environment', 'Engaging in paid work in a supported/sheltered environment', 'Engaging in paid work in a supported/sheltered environment', 'Seeking employment', 'Seeking employment', 'Seeking employment', 'Seeking employment', 'Taking part in community life', 'Playing with others', 'Socializing', 'Practicing sports', 'Participating in the arts and cultural activities', 'Travelling', 'Performing professional tasks', 'Performing professional tasks', 'Performing professional tasks', 'Performing professional tasks', ""Handling money/managing one's own budget"", ""Handling money/managing one's own budget"", ""Handling money/managing one's own budget"", ""Handling money/managing one's own budget"", 'Carrying out administrative procedures', 'Carrying out administrative procedures', 'Carrying out administrative procedures', 'Carrying out administrative procedures', 'Undertaking a simple task', 'Undertaking a simple task', 'Undertaking a simple task', 'Undertaking a simple task', 'Undertaking a complex/multiple task', 'Undertaking a complex/multiple task', 'Undertaking a complex/multiple task', 'Undertaking a complex/multiple task', 'Carrying out daily routines', 'Carrying out daily routines', 'Carrying out daily routines', 'Carrying out daily routines']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']"
